Area,Perimeter,Length,Width,AspectRation,Class,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Eccentricity,Color
69985,1009.03,378.8776726,236.0335038,1.605185986,BARBUNYA,70931,298.5090778,0.702547783,0.986663095,0.86378702,0.787877195,0.005413698,0.001286791,0.620750474,0.996419962,0.782237152,
70056,1097.408,374.0286818,239.7954299,1.559782361,BARBUNYA,71547,298.6604586,0.708280255,0.979160552,0.73100266,0.79849614,0.005338996,0.001338846,0.637596085,0.994511127,0.767444753,
70069,1111.06,393.3433339,227.8881262,1.726036983,BARBUNYA,71813,298.6881679,0.740514891,0.975714703,0.713281169,0.759357391,0.005613657,0.001151358,0.576623648,0.995273741,0.815070447,
70082,1020.397,374.3931053,238.7871311,1.567894817,BARBUNYA,71054,298.7158747,0.794526449,0.986320263,0.845820107,0.797866922,0.005342215,0.001335436,0.636591626,0.998108711,0.770203776,
70135,1026.311,388.0247906,230.7070123,1.68189422,BARBUNYA,70895,298.8288063,0.755179171,0.989279921,0.836732616,0.77012813,0.005532541,0.001200484,0.593097336,0.997526982,0.804045543,
70213,1067.05,386.6028193,232.0908809,1.665738946,BARBUNYA,71494,298.99493,0.674865436,0.982082413,0.774921755,0.773390454,0.005506143,0.001215129,0.598132794,0.99633309,0.799749267,
70236,1079.405,362.8565825,248.4165449,1.460678002,BARBUNYA,71461,299.0438976,0.721553318,0.982857783,0.757531651,0.824137998,0.005166248,0.001470127,0.67920344,0.992097524,0.728906196,
,,,,,,,,,,,,,,,,,
70292,1075.449,391.716943,229.8640755,1.70412424,BARBUNYA,71620,299.1630894,0.77441389,0.981457693,0.763723447,0.763722619,0.00557271,0.001169469,0.583272238,0.993968359,0.809723445,
70314,1019.184,376.3267496,238.2937823,1.57925543,BARBUNYA,71331,299.2099018,0.708082415,0.985742524,0.850641319,0.795080079,0.005352088,0.001319309,0.632152332,0.998330003,0.773980207,
70341,1168.554,402.9134374,223.4911531,1.802816048,BARBUNYA,71605,299.2673434,0.673325803,0.982347601,0.647322689,0.742758408,0.005728003,0.001075408,0.551690053,0.994595681,0.832058583,
70374,1067.18,394.9477693,227.1444539,1.738751542,BARBUNYA,71394,299.3375348,0.792339391,0.985713085,0.77650945,0.757916763,0.005612126,0.001142334,0.574437819,0.998804644,0.818065334,
70483,1068.725,371.4852201,242.9151071,1.529280021,BARBUNYA,71947,299.5692622,0.791010605,0.979651688,0.77546519,0.806409639,0.005270565,0.001374864,0.650296505,0.994485454,0.756578843,
70574,1055.918,383.8421793,235.4960879,1.629930173,BARBUNYA,71425,299.7625854,0.71413104,0.988085404,0.795415795,0.780952698,0.005438861,0.00124792,0.609887116,0.994073413,0.789676684,
70682,1081.066,366.8499394,245.6730544,1.493244509,BARBUNYA,71974,299.9918624,0.793716031,0.982049073,0.760001197,0.817750884,0.005190147,0.001431672,0.668716509,0.998557255,0.742647355,
70718,1060.02,362.1831185,249.0396819,1.454318909,BARBUNYA,72065,300.0682491,0.73175224,0.981308541,0.790882043,0.828498717,0.005121512,0.001488488,0.686410125,0.998259224,0.726082973,
70743,1034.348,357.5221734,253.0866407,1.412647355,BARBUNYA,71718,300.121284,0.752041077,0.986405087,0.830921467,0.83944803,0.005053817,0.001548013,0.704672994,0.995454441,0.706321939,
70878,1026.542,360.2270008,251.1336472,1.434403573,BARBUNYA,71854,300.4075106,0.732998263,0.986416901,0.845216317,0.83393946,0.005082353,0.001516291,0.695455023,0.99756317,0.716921532,
71010,1022.124,360.2367431,252.4336541,1.427055138,BARBUNYA,72032,300.6871132,0.804773562,0.985811861,0.854126517,0.834693071,0.005073042,0.001518992,0.696712522,0.994247185,0.71341304,
71016,1068.488,379.4987868,239.198684,1.586542118,BARBUNYA,72219,300.6998163,0.733537851,0.983342334,0.781675991,0.792360415,0.005343849,0.001299347,0.627835028,0.996086715,0.776350386,
71051,1069.422,376.0805924,241.6869288,1.556065089,BARBUNYA,72335,300.7739066,0.802292231,0.982249257,0.780695778,0.799759181,0.005293108,0.001335757,0.639614748,0.99528218,0.766162709,
71078,1097.521,392.8396131,230.6321683,1.703316653,BARBUNYA,72505,300.8310495,0.6818426,0.980318599,0.741514052,0.765785933,0.005526881,0.001172437,0.586428095,0.99887274,0.809521743,
71085,1049.342,383.9366687,236.9052898,1.620633584,BARBUNYA,72146,300.8458626,0.799426451,0.98529371,0.811248151,0.783582,0.005401093,0.001256028,0.61400075,0.995070236,0.78692973,
71133,1050.271,366.8312188,247.4603974,1.482383535,BARBUNYA,72336,300.9474182,0.72135686,0.983369277,0.810360458,0.820397509,0.005156977,0.001441027,0.673052073,0.997721312,0.738193295,
71153,1049.648,381.6419625,237.9898042,1.603606355,BARBUNYA,72426,300.989723,0.690557761,0.982423439,0.811550808,0.78867041,0.005363681,0.001280044,0.622001015,0.997444781,0.781748028,
71197,1032.165,376.2982279,241.221986,1.559966544,BARBUNYA,72221,301.0827725,0.775566449,0.985821299,0.839795033,0.800117434,0.00528531,0.001336181,0.640187908,0.998671718,0.767507982,
71223,1077.275,359.8341566,255.009528,1.411061616,BARBUNYA,72555,301.1377427,0.796945284,0.981641513,0.771217657,0.83687926,0.005052218,0.001528668,0.700366896,0.988260844,0.705523751,
71342,1075.003,391.5659601,232.5245225,1.683977053,BARBUNYA,72680,301.3892095,0.723872722,0.981590534,0.775775021,0.769702273,0.005488576,0.001188312,0.592441589,0.997658041,0.804588824,
71385,1066.275,377.31638,241.9376684,1.559560289,BARBUNYA,72551,301.480024,0.701117703,0.983928547,0.789002491,0.799011228,0.005285654,0.001328893,0.638418942,0.99565283,0.76736848,
71442,1083.116,355.2270025,256.4724277,1.38504948,BARBUNYA,72935,301.600364,0.787326427,0.979529718,0.76526795,0.84903558,0.004972243,0.001593807,0.720861415,0.998428728,0.691897368,
71461,1013.813,341.3752204,267.5111633,1.276115793,BARBUNYA,72475,301.6404666,0.788439472,0.986008969,0.873701823,0.883603872,0.004777084,0.001796276,0.780755803,0.996334811,0.621230424,
71482,1073.571,379.7632629,240.4227113,1.579564846,BARBUNYA,72843,301.6847844,0.800649642,0.981315981,0.779372389,0.794402234,0.005312712,0.001305142,0.631074909,0.996823742,0.774081668,
71483,1048.599,388.3736617,234.9152463,1.653250131,BARBUNYA,72503,301.6868946,0.760684034,0.985931617,0.816946763,0.776795453,0.005433091,0.001220263,0.603411176,0.997589606,0.796324879,
71483,1093.388,372.0698312,245.1075814,1.517985813,BARBUNYA,72960,301.6868946,0.720413202,0.979756031,0.751387608,0.810834067,0.005205011,0.001387808,0.657451885,0.998002634,0.752346421,
71536,1020.47,341.8985225,267.1090837,1.279995865,BARBUNYA,72443,301.7987145,0.790260931,0.987479812,0.863244923,0.882714299,0.004779391,0.001789917,0.779184533,0.99735298,0.624215102,
71598,1066.952,400.0596424,228.747662,1.748912487,BARBUNYA,72858,301.9294701,0.664038879,0.982706086,0.790352791,0.754711143,0.005587581,0.001118218,0.56958891,0.996161157,0.820404274,
71606,1026.442,386.2098794,236.771031,1.63115343,BARBUNYA,72418,301.9463377,0.77616632,0.988787318,0.854064066,0.7818193,0.005393541,0.001243023,0.611241418,0.997028536,0.790033936,
71643,1058.745,384.2721027,237.9093725,1.615203717,BARBUNYA,72779,302.0243379,0.725969236,0.984391102,0.803157802,0.785964778,0.005363708,0.001262575,0.617740632,0.997776966,0.785298798,
71674,1019.105,372.5711325,246.1656028,1.513497939,BARBUNYA,72554,302.089674,0.674572475,0.987871103,0.867228699,0.810824156,0.005198135,0.001385907,0.657435812,0.995027746,0.7506315,
71717,1062.753,415.6042125,220.5620776,1.884295873,BARBUNYA,72675,302.180278,0.679138258,0.986818025,0.797934603,0.727086658,0.005795059,0.000999039,0.528655009,0.996142451,0.847558349,
71881,1073.977,376.0912027,243.9444327,1.541708489,BARBUNYA,73314,302.5255885,0.781281249,0.980453938,0.783130274,0.804394217,0.005232136,0.001351247,0.647050056,0.997562564,0.761102987,
71896,1080.446,360.632979,254.7127983,1.415841612,BARBUNYA,73431,302.5571521,0.718241758,0.979096022,0.773942081,0.838961409,0.005016037,0.001532881,0.703856246,0.996548961,0.707918936,
71970,1065.618,379.3781848,241.8672178,1.568539087,BARBUNYA,73218,302.7128178,0.74290846,0.982955011,0.79644955,0.797918357,0.005271338,0.001318058,0.636673704,0.99864759,0.770420637,
71973,1022.505,379.7684961,242.1072507,1.568596128,BARBUNYA,72745,302.7191268,0.803046025,0.989387587,0.865064697,0.7971149,0.005276541,0.001314053,0.635392164,0.996673688,0.770439822,
72021,1065.356,388.5145897,237.0745041,1.638786892,BARBUNYA,73318,302.8200542,0.704899581,0.982309938,0.797406,0.779430328,0.005394463,0.00122811,0.607511637,0.995582107,0.792241659,
72049,1065.249,377.3505133,244.1189069,1.54576521,BARBUNYA,73185,302.878913,0.722259536,0.984477694,0.797876274,0.802646087,0.005237415,0.00134089,0.644240742,0.995844925,0.762550428,
72133,1066.766,392.2252141,235.7043101,1.664056181,BARBUNYA,73453,303.0554208,0.705029713,0.982029325,0.796536219,0.772656652,0.005437528,0.001195439,0.596998302,0.993438715,0.799293197,
72224,1079.909,377.8104376,243.8322799,1.549468502,BARBUNYA,73410,303.2465216,0.714558496,0.983844163,0.778246328,0.80264199,0.005231093,0.001339244,0.644234165,0.998220547,0.763859482,
72373,1041.799,335.8512882,275.5786822,1.218712875,BARBUNYA,73521,303.5591632,0.786654493,0.984385414,0.837950891,0.90384993,0.004640561,0.001910449,0.816944696,0.995621019,0.571592244,
72433,1086.063,399.849623,231.0170136,1.73082327,BARBUNYA,73768,303.6849683,0.707526252,0.981902722,0.771678322,0.759497948,0.005520269,0.001133043,0.576837133,0.998403134,0.816206888,
72568,1068.047,403.7838785,229.7071155,1.757820508,BARBUNYA,73709,303.9678392,0.79794159,0.984520208,0.799418674,0.752798354,0.005564214,0.001102296,0.566705362,0.996166308,0.822416185,
72633,1071.572,381.5562405,243.6318267,1.566118211,BARBUNYA,73795,304.1039425,0.716641013,0.984253676,0.794879199,0.797009484,0.005253208,0.00130755,0.635224118,0.99483606,0.769604064,
72648,1044.995,397.2866435,234.5561319,1.693780675,BARBUNYA,73835,304.1353423,0.688150043,0.983923613,0.835997737,0.765531254,0.005468652,0.001158542,0.5860381,0.992620009,0.807114301,
72674,1020.748,358.201645,258.7451582,1.384380089,BARBUNYA,73608,304.189761,0.722118442,0.987311162,0.876499864,0.849213746,0.004928883,0.001581235,0.721163987,0.998365065,0.69153289,
72773,1074.004,396.0606386,234.9417906,1.685781987,BARBUNYA,73831,304.3968814,0.747117704,0.985669976,0.792808586,0.768561305,0.005442412,0.001171346,0.59068648,0.995768628,0.805057696,
72984,1094.517,402.662888,231.4833922,1.739489318,BARBUNYA,74271,304.8378502,0.675377554,0.982671568,0.765583391,0.757054746,0.005517139,0.0011179,0.573131888,0.996956796,0.81823677,
73064,1093.025,382.3034483,243.989139,1.566887157,BARBUNYA,74538,305.0048755,0.723334323,0.980224852,0.768516361,0.79780833,0.005232446,0.001307612,0.636498131,0.997320747,0.769863938,
73078,1012.867,378.1351805,246.944057,1.531258477,BARBUNYA,73829,305.0340956,0.790237467,0.989827845,0.895141462,0.806680022,0.005174405,0.001351591,0.650732657,0.996439897,0.757308232,
73097,1028.668,376.5884966,249.0108788,1.512337527,BARBUNYA,74018,305.0737468,0.731606498,0.987557081,0.868078415,0.810098422,0.005151901,0.001368669,0.656259453,0.992485799,0.750184951,
73235,1091.178,401.9699383,232.6695086,1.727643389,BARBUNYA,74256,305.3615858,0.805550361,0.986250269,0.772924987,0.759662743,0.005488768,0.001127556,0.577087483,0.997001374,0.815453097,
73333,1127.766,400.8524277,233.714887,1.715134337,BARBUNYA,74734,305.5658285,0.761774666,0.981253512,0.724554939,0.762290078,0.005466194,0.001138534,0.581086163,0.996640831,0.81244007,
73490,1079.891,374.5447781,251.8095533,1.487412901,BARBUNYA,74875,305.8927494,0.805246318,0.981502504,0.791914451,0.816705418,0.005096541,0.001398676,0.667007739,0.992115916,0.740271291,
73519,1073.069,362.1862059,259.1482727,1.397602238,BARBUNYA,75073,305.9530979,0.769872768,0.979300148,0.802332081,0.844739785,0.00492643,0.001547405,0.713585305,0.99730842,0.698601302,
73674,1092.816,378.1779296,249.5971542,1.515153211,BARBUNYA,75048,306.2754483,0.813897481,0.981691717,0.775229024,0.809871291,0.005133126,0.001362152,0.655891509,0.993776125,0.751266248,
74155,1093.586,393.0563417,240.7041059,1.632944067,BARBUNYA,75479,307.2736215,0.800464162,0.982458697,0.779191883,0.781754646,0.00530047,0.00122117,0.611140327,0.997957972,0.790555154,
74216,1092.082,408.9448865,231.8578197,1.763774399,BARBUNYA,75550,307.3999773,0.737674936,0.982342819,0.781982276,0.751690478,0.005510198,0.001085184,0.565038575,0.996600573,0.823741239,
74237,1065.145,369.0360907,257.734038,1.431848481,BARBUNYA,75569,307.4434649,0.746730909,0.982373725,0.822266905,0.833098639,0.004971053,0.001477114,0.694053342,0.993779224,0.71570968,
74407,1041.935,380.5872802,249.8268201,1.523404413,BARBUNYA,75370,307.7952807,0.737615861,0.987223033,0.861276118,0.808737697,0.005114939,0.001349743,0.654056663,0.996392807,0.754391714,
74557,1057.513,366.1088932,260.4763757,1.405535885,BARBUNYA,75694,308.1053728,0.786665401,0.984978994,0.837773963,0.841567573,0.004910456,0.001519349,0.70823598,0.995451085,0.702714034,
,1110.564,409.2814053,233.7182809,1.751174122,BARBUNYA,76051,308.4192814,0.790270373,0.982353947,0.761194435,0.753562897,0.005478341,0.0010897,0.567857039,0.994416552,0.820918451,
74754,1036.381,352.3274101,271.1416181,1.299422098,BARBUNYA,75705,308.5121536,0.817949055,0.987438082,0.874591829,0.875640511,0.004713158,0.001709209,0.766746305,0.996327092,0.638558995,
74864,1038.26,365.5093153,261.7217922,1.396556673,BARBUNYA,75820,308.7390569,0.787039665,0.98739119,0.872711395,0.844681774,0.004882311,0.001533125,0.7134873,0.996425449,0.698052229,
74894,1116.179,385.6530932,249.1462037,1.547898734,BARBUNYA,76098,308.8009107,0.790496396,0.984178296,0.755421247,0.800721986,0.005149319,0.00130574,0.641155699,0.992444094,0.763306015,
75019,1108.267,394.022912,242.8951514,1.622193402,BARBUNYA,76241,309.0585016,0.744132759,0.983971879,0.767524648,0.784366828,0.005252308,0.001226329,0.615231321,0.998024189,0.787394597,
75051,1077.341,370.1735995,258.9362535,1.429593556,BARBUNYA,76431,309.1244103,0.79215351,0.981944499,0.812568479,0.83507957,0.004932294,0.001479586,0.697357888,0.996938344,0.714633072,
75067,1062.917,390.4637189,245.0921566,1.59313021,BARBUNYA,76108,309.1573595,0.700016785,0.986322069,0.834949517,0.791769746,0.005201536,0.001260977,0.62689933,0.998732262,0.7784593,
75124,1084.945,391.4400061,245.826288,1.592343965,BARBUNYA,76179,309.2747121,0.751991992,0.986151039,0.8019977,0.790094797,0.005210585,0.001252515,0.624249788,0.994020383,0.778209289,
75192,1029.627,391.0597948,245.334784,1.593984303,BARBUNYA,75850,309.4146536,0.81462141,0.991324984,0.89129538,0.791220825,0.005200817,0.001257309,0.626030394,0.997882622,0.778730376,
75279,1124.613,383.1388142,251.694014,1.52224047,BARBUNYA,76654,309.5936041,0.789253512,0.982062254,0.747958508,0.808045524,0.005089584,0.00133846,0.65293757,0.993927993,0.753954683,
75332,1064.37,371.6035604,258.655144,1.436675701,BARBUNYA,76292,309.7025692,0.758821456,0.987416767,0.835610929,0.833421964,0.004932878,0.001468047,0.694592171,0.997903694,0.717992046,
75647,1073.393,380.7445838,254.1714793,1.497983113,BARBUNYA,76811,310.3494028,0.713455753,0.984845921,0.825057195,0.8151118,0.005033175,0.001370536,0.664407246,0.995270834,0.74455218,
75661,1176.964,408.0759212,237.125046,1.720931332,BARBUNYA,77347,310.3781197,0.689130356,0.978202128,0.686365716,0.760589154,0.005393478,0.001113395,0.578495861,0.995551653,0.813845937,
75703,1082.381,389.2202343,248.5031087,1.566259016,BARBUNYA,76726,310.4642544,0.780443299,0.98666684,0.812012349,0.797657026,0.005141411,0.001283887,0.63625673,0.99654284,0.769651686,
75710,1077.037,367.9145312,263.1446424,1.398145628,BARBUNYA,77071,310.4786078,0.776098901,0.982340958,0.820166193,0.843887864,0.004859524,0.001520241,0.712146727,0.995684832,0.698886003,
75959,1091.585,393.8976883,245.7920119,1.602565052,BARBUNYA,77304,310.9887499,0.706647937,0.982601159,0.801076486,0.789516565,0.005185662,0.001242879,0.623336407,0.998937141,0.781424636,
76132,1124.522,395.3319522,248.1753268,1.592954293,BARBUNYA,77886,311.3426939,0.806688141,0.977479907,0.756556192,0.787547508,0.005192717,0.001232201,0.620231078,0.987999758,0.778403401,
76202,1161.501,408.9017364,237.9166891,1.718676138,BARBUNYA,77700,311.4857939,0.715108859,0.980720721,0.709801737,0.761761974,0.005366024,0.001114576,0.580281305,0.997315632,0.813300994,
76334,1101.834,387.1236111,251.8058607,1.537389201,BARBUNYA,77736,311.7554609,0.688214505,0.981964598,0.790124531,0.805312443,0.005071444,0.001315737,0.648528131,0.997040145,0.759546182,
76500,1099.381,396.2521484,246.9683755,1.604465137,BARBUNYA,77747,312.0942569,0.785751702,0.983960796,0.795380327,0.787615305,0.005179767,0.001229551,0.620337869,0.995310484,0.782014162,
76502,1103.519,385.6338479,253.8097097,1.519381778,BARBUNYA,77696,312.0983365,0.800096218,0.984632414,0.78944708,0.809312611,0.005040834,0.001333974,0.654986903,0.995175165,0.752875965,
76522,1051.538,380.161688,257.7002423,1.475208888,BARBUNYA,77430,312.1391299,0.730827269,0.988273279,0.869653468,0.821069402,0.004968005,0.001392776,0.674154963,0.994519394,0.735181695,
76729,1058.497,397.6171783,247.1648798,1.608712284,BARBUNYA,77498,312.5610293,0.805503065,0.990077163,0.860577801,0.786085326,0.005182098,0.001220574,0.61793014,0.994071807,0.783322762,
76753,1090.653,385.1193098,254.3494526,1.514134612,BARBUNYA,78292,312.6099083,0.712285163,0.980342819,0.810834141,0.811722239,0.005017645,0.001343722,0.658892993,0.997652686,0.750875955,
76759,1076.634,380.9286894,256.7573133,1.483613785,BARBUNYA,77956,312.6221269,0.733202789,0.984645184,0.832152631,0.820684122,0.004962658,0.001388667,0.673522428,0.999247158,0.738704095,
76781,1133.819,394.2964241,248.9873973,1.583599927,BARBUNYA,78061,312.6669242,0.803240959,0.983602567,0.750544017,0.792974283,0.005135338,0.001252522,0.628808214,0.995780641,0.775398173,
76904,1129.184,398.3228726,246.6602823,1.614864253,BARBUNYA,78367,312.9172637,0.707013689,0.981331428,0.757930461,0.785586983,0.005179482,0.001216867,0.617146908,0.996608481,0.785196175,
77055,1076.62,364.5500115,269.5723318,1.352327255,BARBUNYA,78280,313.2243176,0.737072182,0.984351048,0.835383325,0.859208086,0.004731036,0.001590485,0.738238535,0.998340092,0.673193927,
77147,1158.937,396.2326887,248.8317487,1.592371917,BARBUNYA,78916,313.4112493,0.702972372,0.97758376,0.721787323,0.790977772,0.005136074,0.001240133,0.625645836,0.996260859,0.778218185,
77217,1118.397,394.6531382,249.6290876,1.580958141,BARBUNYA,78697,313.5534052,0.705178082,0.981193692,0.775766107,0.794503768,0.005110962,0.001256222,0.631236237,0.997958067,0.774537644,
77356,1098.053,396.2378894,251.3573304,1.576392814,BARBUNYA,78978,313.8354955,0.740163809,0.979462635,0.80622686,0.792038076,0.005122264,0.001243443,0.627324314,0.98890954,0.773038052,
77492,1134.539,428.9230129,231.9317687,1.849349984,BARBUNYA,78865,314.1112523,0.736280024,0.982590503,0.756532997,0.732325482,0.005535062,0.000982017,0.536300612,0.991807528,0.84119587,
77523,1152.75,363.0595402,272.6594791,1.331549306,BARBUNYA,79065,314.1740747,0.802756521,0.980497059,0.733111738,0.865351382,0.004683249,0.001619933,0.748833014,0.99710808,0.660296676,
77546,1129.375,407.5307588,243.1571516,1.67599742,BARBUNYA,79093,314.2206768,0.672698567,0.980440747,0.763999237,0.771035486,0.005255342,0.001145719,0.594495721,0.996373295,0.802494415,
77927,1137.739,409.9604281,242.8502039,1.688120585,BARBUNYA,79344,314.9916475,0.773945257,0.982141057,0.756506268,0.768346469,0.005260827,0.001130999,0.590356297,0.996592617,0.805662561,
78136,1200.683,413.4783417,241.6903031,1.710777538,BARBUNYA,79916,315.413768,0.739980302,0.977726613,0.681089704,0.762830205,0.005291778,0.001105332,0.581909921,0.995518422,0.811372431,
78161,1149.645,418.699731,242.0044926,1.730132059,BARBUNYA,80292,315.4642231,0.683799342,0.973459373,0.74314312,0.753437845,0.005356888,0.001064834,0.567668587,0.98214162,0.816043449,
78414,1108.022,352.2447759,285.3473979,1.234441872,BARBUNYA,80312,315.974375,0.705936369,0.976367168,0.802613953,0.897030692,0.004492116,0.001794155,0.804664062,0.993311011,0.586315636,
78474,1172.352,423.8044852,236.3142944,1.793393354,BARBUNYA,80373,316.0952389,0.714634368,0.976372662,0.717496186,0.745851566,0.005400572,0.00103093,0.556294558,0.997654964,0.830108328,
78476,1114.596,416.1887826,242.2492974,1.718018534,BARBUNYA,80209,316.0992669,0.677966687,0.978393946,0.79380122,0.759509338,0.005303389,0.001088594,0.576854435,0.99104661,0.813141618,
78536,1162.368,383.6299082,261.3541204,1.467854831,BARBUNYA,80172,316.220083,0.791717491,0.979593873,0.730451443,0.824284229,0.004884765,0.001391014,0.67944449,0.997325876,0.732035693,
78661,1110.302,373.6630486,268.5560253,1.391378384,BARBUNYA,80166,316.4716351,0.767244743,0.981226455,0.801838829,0.846943888,0.004750296,0.001507714,0.717313949,0.998055123,0.695308143,
78753,1088.013,376.4923472,267.1436747,1.409325329,BARBUNYA,79877,316.6566498,0.741051265,0.985928365,0.836004859,0.841070615,0.004780673,0.001475702,0.707399779,0.996956425,0.70464565,
78863,1118.732,399.7921103,252.0228442,1.586332825,BARBUNYA,80572,316.8777212,0.687247281,0.978789158,0.791828331,0.79260624,0.005069451,0.001234158,0.628224651,0.996573386,0.776282863,
79140,1105.067,382.0721611,264.9678299,1.441956789,BARBUNYA,80482,317.4337373,0.755729565,0.983325464,0.814382982,0.830821425,0.004827801,0.001418926,0.69026424,0.995331207,0.720454645,
79223,1179.638,390.4522828,258.8339865,1.508504691,BARBUNYA,80831,317.6001518,0.721107197,0.980106642,0.715424222,0.813416046,0.004928522,0.001330906,0.661645663,0.998095587,0.748700763,
79278,1088.437,420.0452858,241.1781364,1.741639156,BARBUNYA,80286,317.7103785,0.757568229,0.987444885,0.840922468,0.756371728,0.005298384,0.001069706,0.57209819,0.996388609,0.818734879,
79395,1108.267,392.8401659,258.9016322,1.517333678,BARBUNYA,80739,317.9447336,0.74759887,0.98335377,0.812295811,0.809348843,0.004947921,0.001309621,0.655045549,0.993922672,0.752098412,
79456,1147.524,390.5260079,260.8831498,1.496938412,BARBUNYA,81544,318.0668503,0.737390142,0.974394192,0.758251027,0.814457536,0.004914997,0.001334064,0.663341079,0.992980741,0.744134203,
79519,1135.829,415.9245222,243.97465,1.704785814,BARBUNYA,80702,318.1929216,0.811335578,0.985341132,0.774559648,0.765025635,0.005230505,0.001105166,0.585264222,0.997750143,0.809888429,
79669,1142.445,399.2322776,255.9725168,1.559668525,BARBUNYA,81174,318.4928905,0.771836853,0.981459581,0.767058748,0.797763378,0.005011137,0.001252023,0.636426408,0.992614236,0.76740566,
79790,1160.791,425.1604783,239.5172087,1.775072783,BARBUNYA,81401,318.7346597,0.680529139,0.980209088,0.744132486,0.749680829,0.005328493,0.001038221,0.562021345,0.997628793,0.826213463,
79814,1075.684,380.9404484,267.5498262,1.423811235,BARBUNYA,80880,318.7825921,0.789956055,0.98681998,0.866801238,0.836830516,0.004772852,0.001443803,0.700285313,0.997074096,0.711841354,
79821,1153.44,399.7272703,254.8191037,1.568670734,BARBUNYA,81088,318.796571,0.718137652,0.984375,0.753940394,0.797535206,0.005007796,0.001249758,0.636062406,0.99777248,0.770464909,
79992,1119.069,402.4864413,253.8281261,1.585665259,BARBUNYA,81244,319.1378662,0.715108171,0.984589631,0.802680456,0.792915819,0.005031584,0.001226854,0.628715496,0.99693232,0.776067275,
80058,1124.684,404.4212334,253.2458473,1.596951096,BARBUNYA,81137,319.2694966,0.729059284,0.986701505,0.795341359,0.789447908,0.005051603,0.001210327,0.623227999,0.995264637,0.779667885,
80217,1194.35,398.6535152,257.7597309,1.546608983,BARBUNYA,81872,319.5863836,0.751011122,0.979785519,0.706664138,0.801664532,0.004969689,0.001266134,0.642666021,0.993953042,0.762849713,
80305,1140.603,378.8245559,270.571108,1.400092415,BARBUNYA,81847,319.7616325,0.751391813,0.981159969,0.775681496,0.844088979,0.004717322,0.001477162,0.712486204,0.99754653,0.699902328,
80324,1099.039,404.7830228,254.2283386,1.592202604,BARBUNYA,81394,319.7994578,0.779224307,0.986854068,0.835658786,0.790051558,0.005039378,0.001211096,0.624181464,0.993823353,0.778164291,
80378,1110.875,412.633194,248.6089765,1.659767881,BARBUNYA,81448,319.9069367,0.711832585,0.986862784,0.818496211,0.775281633,0.005133658,0.001144049,0.601061611,0.997622757,0.798123498,
80391,1097.037,396.4838122,259.699313,1.526703354,BARBUNYA,81413,319.9328058,0.741744402,0.987446722,0.83941117,0.806925267,0.004931943,0.001289826,0.651128386,0.99407989,0.755623595,
80410,1233.037,404.0786746,255.83869,1.579427547,BARBUNYA,82818,319.9706108,0.681221302,0.970924195,0.664611281,0.791852258,0.005025229,0.001218743,0.627029998,0.990348452,0.774036655,
80420,1161.915,413.4325044,248.2234946,1.665565563,BARBUNYA,82080,319.9905064,0.679733922,0.979775828,0.748557586,0.773984878,0.005140916,0.001138021,0.599052591,0.997761366,0.799702352,
80434,1189.016,418.6575903,245.5096372,1.705259293,BARBUNYA,82457,320.0183581,0.715477673,0.975466,0.714947469,0.764391631,0.005204983,0.001096132,0.584294565,0.996373737,0.810006367,
80641,1131.43,373.9364916,275.7130155,1.356252591,BARBUNYA,82437,320.4298833,0.733833834,0.978213666,0.791608391,0.856909904,0.004637052,0.001542277,0.734294584,0.995888933,0.675537337,
80789,1130.935,383.9689235,268.6870597,1.429056256,BARBUNYA,82025,320.7237902,0.783294551,0.984931423,0.793755609,0.835285802,0.004752738,0.001427132,0.697702371,0.997055938,0.714375547,
80886,1136.801,391.6544904,263.8011276,1.484658136,BARBUNYA,82299,320.9162723,0.71949191,0.982830897,0.786528256,0.819386169,0.004842055,0.001346369,0.671393693,0.996790109,0.739136438,
81085,1135.253,411.8972213,251.3405916,1.638801033,BARBUNYA,82646,321.3107973,0.767327201,0.981112214,0.790615034,0.780075176,0.00507982,0.00116031,0.60851728,0.997238747,0.792245714,
81139,1149.98,439.3938611,235.6269835,1.864785835,BARBUNYA,82672,321.4177709,0.767598505,0.981456841,0.771008099,0.731502643,0.005415323,0.000956462,0.535096117,0.99783966,0.844056274,
81940,1222.335,396.7937766,263.548622,1.505580919,BARBUNYA,84256,323.0003844,0.722574956,0.972512343,0.689168357,0.814025832,0.004842492,0.0013116,0.662638056,0.997655213,0.747558961,
81976,1180.158,408.0618288,256.3218355,1.591990117,BARBUNYA,83902,323.071331,0.714331774,0.977044647,0.739632997,0.791721519,0.004977821,0.001206449,0.626822964,0.997895963,0.778096625,
82036,1144.187,415.2153227,253.1120842,1.640440535,BARBUNYA,83728,323.1895408,0.701888278,0.979791706,0.787445168,0.778366123,0.005061379,0.001145999,0.605853821,0.993867166,0.792715061,
82346,1149.477,388.1352926,270.9941588,1.432264423,BARBUNYA,83842,323.799604,0.770597043,0.982156914,0.783162349,0.834244167,0.004713469,0.001408293,0.695963331,0.996803519,0.715907539,
82477,1259.908,416.7420733,253.6238754,1.64315001,BARBUNYA,85026,324.0570597,0.685628543,0.970020935,0.652927638,0.777596217,0.005052828,0.001139543,0.604655877,0.99354031,0.79348703,
